Poziom,Data i godzina,Źródło,Identyfikator zdarzenia,Kategoria zadania
Pełne,08.06.2025 15:01:24,Microsoft-Windows-PowerShell,4104,Execute a Remote Command,"Creating Scriptblock text (1 of 1):
{ $_.PrefixOrigin -ne ""WellKnown"" }

ScriptBlock ID: b5642232-e0f6-4c15-bdf2-ead64a5b0939
Path: C:\Program Files\WindowsPowerShell\Modules\Invoke-AtomicRedTeam\2.3.0\Public\Get-PreferredIPAddress.ps1"
