Poziom,Data i godzina,Źródło,Identyfikator zdarzenia,Kategoria zadania
Pełne,08.06.2025 14:45:27,Microsoft-Windows-PowerShell,4104,Execute a Remote Command,"Creating Scriptblock text (1 of 1):
prompt

ScriptBlock ID: 3c5d84f8-e39e-4760-9de3-81126a5dae37
Path: "
