Poziom,Data i godzina,Źródło,Identyfikator zdarzenia,Kategoria zadania
Pełne,08.06.2025 15:01:24,Microsoft-Windows-PowerShell,4104,Execute a Remote Command,"Creating Scriptblock text (1 of 1):
prompt

ScriptBlock ID: fb350211-603c-491c-a3c5-99af5d2bc50a
Path: "
